1,1,1,1,1,2,2,2,2,3,2919,6.1
1,0,0,1,1,2,2,2,2,2,42,6.6
1,0,0,0,1,2,4,2,1,2,41,7.0
1,0,0,1,1,2,3,2,2,2,43,6.9
1,0,0,1,1,2,3,1,2,2,43,6.7
3,0,0,2,1,0,1,1,3,2,13,5.7
3,1,1,1,2,2,1,1,1,3,137,6.0
1,0,3,2,0,1,0,1,1,4,14,3.4
1,0,2,0,2,0,3,1,1,4,15,5.6
0,0,0,0,0,1,3,3,1,3,21,8.1
1,0,0,1,1,1,1,1,3,5,56,8.8
0,0,0,0,0,1,4,3,1,3,21,7.9
0,0,0,0,0,1,3,3,2,3,27,8.3
0,0,1,0,0,1,3,3,2,4,28,8.2
0,0,1,0,0,1,4,3,1,3,24,7.8
1,0,0,1,0,1,3,3,2,3,32,7.9
1,0,0,0,0,1,4,3,2,3,25,8.1
0,0,0,1,0,1,5,2,1,2,21,7.5
0,0,0,0,0,1,4,2,3,3,25,8.2
0,0,0,0,1,0,4,2,2,4,29,8.0
1,0,1,0,1,1,3,2,2,3,25,7.8
0,0,0,0,1,0,3,3,2,4,28,8.4
0,0,0,0,1,1,4,2,2,3,28,8.1
0,0,1,0,0,1,3,3,1,3,32,7.8
1,1,1,0,1,1,2,3,2,4,49,8.4
0,0,1,0,0,0,4,2,3,4,20,8.3
0,0,0,0,0,1,4,2,2,3,21,8.1
0,0,0,0,1,1,3,3,1,3,22,7.8
1,0,0,1,0,1,3,3,2,3,39,8.1
1,0,0,1,1,1,2,4,2,3,77,8.1
