Predicted,Actual
5.75995710021,1.0
5.75255355572,5.0
5.75995710021,5.0
5.75995710021,7.0
5.75995710021,6.0
5.75995710021,4.0
5.75995710021,8.0
5.75995710021,8.0
5.75994081241,2.0
5.75995710021,7.0
5.46381532061,6.0
5.7599556195,6.0
6.27753346084,7.0
5.75995710021,6.0
6.01826405014,8.0
5.75995710021,7.0
5.75995710021,6.0
6.01652421718,6.0
6.02719492852,8.0
5.75995710021,5.0
5.75994229312,8.0
5.75995710021,6.0
5.75995635986,6.0
5.75995710021,7.0
5.75940183438,5.0
6.01874528053,7.0
5.76206951221,6.0
5.75995635986,6.0
5.75995710021,8.0
5.76206951221,6.0
5.6192897549,6.0
5.75995710021,8.0
5.75995710021,7.0
6.27753346084,5.0
5.75995710021,6.0
6.01863662918,3.0
5.75995710021,7.0
5.75995710021,8.0
5.75995710021,7.0
5.75995710021,4.0
5.75989787186,7.0
5.75995710021,7.0
6.01874528053,8.0
5.75995710021,5.0
6.0023488313,5.0
5.72293937776,7.0
6.01874528053,3.0
6.81623394146,5.0
5.75995710021,6.0
5.75995710021,8.0
5.75995710021,7.0
6.01874528053,8.0
5.75995710021,7.0
5.75995710021,2.0
5.75995710021,9.0
5.75988306477,7.0
5.75995710021,4.0
5.75995710021,5.0
5.75995710021,8.0
5.75984604705,5.0
5.75995710021,4.0
5.76840674821,6.0
5.75995710021,7.0
5.75995710021,4.0
5.7599459949,6.0
5.75995710021,4.0
5.75986825768,8.0
5.75995710021,4.0
5.75995710021,7.0
5.76206951221,9.0
5.75995710021,4.0
5.75995710021,5.0
5.75995413879,6.0
5.75995710021,7.0
5.75995710021,7.0
5.76206951221,3.0
5.7340446945,7.0
5.75995710021,6.0
5.75995710021,8.0
6.01874528053,7.0
6.01874528053,6.0
5.75995710021,7.0
5.76206951221,5.0
6.01874528053,7.0
5.75969797616,6.0
5.75995710021,7.0
5.75995710021,5.0
5.75995710021,6.0
6.27753346084,7.0
5.75975720451,5.0
5.74070788454,5.0
5.75995710021,6.0
5.75995265809,8.0
5.75995524933,2.0
5.7599459949,4.0
5.76206951221,7.0
5.75995265809,5.0
5.75625532797,3.0
5.50083304306,5.0
5.76206951221,8.0
5.75255355572,7.0
5.7340446945,6.0
5.75994229312,7.0
5.75995710021,7.0
5.75995710021,1.0
5.75995710021,7.0
5.76206951221,5.0
5.7599459949,3.0
5.75992748603,4.0
5.75995710021,7.0
6.00763996379,5.0
5.75995710021,7.0
5.75995710021,5.0
5.75995710021,5.0
5.75625532797,7.0
5.75995710021,5.0
6.02085769253,6.0
5.75980902932,4.0
5.75780767049,6.0
5.75992378426,8.0
5.75958692299,8.0
5.75995710021,6.0
5.24911253039,6.0
5.75995710021,7.0
5.75988306477,8.0
5.75985345059,5.0
5.76418192421,6.0
5.75995710021,6.0
5.75958692299,6.0
5.75994229312,4.0
5.75995710021,7.0
5.75995710021,3.0
5.75940183438,7.0
5.7594388521,6.0
5.75988306477,2.0
5.75995710021,3.0
5.75625532797,6.0
5.76206951221,7.0
5.75995496799,9.0
5.75995710021,5.0
5.75995710021,7.0
6.01874528053,7.0
6.01861201673,8.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,5.0
5.75995710021,5.0
5.7598386435,4.0
5.75973499388,6.0
5.76206951221,6.0
5.75995710021,5.0
5.76206951221,6.0
5.75988306477,2.0
5.75810621409,6.0
5.75986825768,2.0
5.75995710021,8.0
5.75995710021,7.0
5.75995710021,7.0
6.01874528053,8.0
5.75995710021,4.0
5.75884656854,8.0
5.75995710021,7.0
6.28598310884,6.0
5.75995710021,6.0
5.74937483523,6.0
5.75995710021,7.0
5.75995710021,6.0
5.75993488958,1.0
5.22083339226,7.0
5.75995710021,7.0
5.75988306477,3.0
5.75992008249,2.0
5.75995710021,6.0
5.75766200142,7.0
5.76418192421,5.0
5.75995710021,4.0
5.93201515864,6.0
5.74144823899,7.0
5.75995710021,4.0
5.75154763613,7.0
5.75782988112,7.0
5.75995710021,7.0
5.75995710021,5.0
5.75995710021,4.0
5.75995710021,8.0
5.75995710021,7.0
6.01874528053,6.0
5.75995710021,6.0
5.75699568242,2.0
5.75995710021,7.0
5.75992378426,7.0
5.75994969667,5.0
5.75995710021,8.0
5.75995710021,5.0
5.75995710021,7.0
5.75995710021,5.0
5.75784468821,7.0
5.69014647931,6.0
6.2727653801,7.0
5.75995710021,7.0
5.75995710021,4.0
5.76206951221,8.0
5.75995710021,1.0
5.75991267895,8.0
5.75995710021,8.0
5.75995710021,7.0
6.01874528053,6.0
5.75984604705,6.0
5.75995710021,6.0
5.76206951221,7.0
6.27753346084,4.0
5.75995710021,5.0
6.02083548189,7.0
6.01874528053,5.0
5.76206951221,6.0
5.75995710021,5.0
5.75995710021,8.0
5.75995339844,7.0
5.75995710021,5.0
5.75995710021,4.0
5.75995710021,7.0
5.75921674576,7.0
5.75921674576,7.0
5.75995710021,1.0
5.85586730174,7.0
5.75995710021,7.0
5.75994229312,8.0
5.75773603687,7.0
6.24273680174,6.0
5.75958692299,6.0
5.75979422223,8.0
5.98913110257,5.0
5.75995710021,4.0
6.27742240767,8.0
5.75995710021,6.0
5.75995710021,7.0
5.75995710021,8.0
5.75995710021,6.0
5.7599459949,5.0
5.75995710021,7.0
5.75984604705,8.0
5.75995710021,6.0
5.75995710021,5.0
5.75995710021,7.0
5.73589558062,3.0
5.75995710021,5.0
5.75995710021,5.0
5.75255355572,4.0
5.74144823899,6.0
5.75995710021,4.0
5.75995710021,6.0
5.76418192421,6.0
5.76206951221,6.0
5.75995710021,8.0
5.76418192421,6.0
5.75995339844,4.0
5.75995710021,5.0
5.75995710021,6.0
5.75096419548,3.0
6.01874528053,7.0
6.27753346084,7.0
6.79722223347,7.0
5.75995710021,3.0
5.75992008249,6.0
5.75992748603,2.0
5.75995710021,7.0
6.28175828484,4.0
5.76418192421,6.0
5.75995710021,8.0
5.7599052754,6.0
5.75995710021,7.0
6.01874528053,7.0
6.27738538995,4.0
5.75995710021,5.0
5.75995710021,5.0
5.75995487915,3.0
6.01874528053,6.0
5.75995710021,8.0
5.72293937776,5.0
5.75995710021,5.0
5.75699568242,6.0
6.02085769253,7.0
5.75384917601,6.0
6.27753346084,4.0
5.75994969667,7.0
5.75995710021,8.0
5.75995710021,8.0
5.75995710021,6.0
5.75995710021,7.0
5.75995710021,3.0
5.75995710021,7.0
5.75995710021,6.0
5.75995710021,5.0
5.75988306477,4.0
5.75995710021,6.0
5.72664115001,6.0
5.75995710021,7.0
5.75995710021,6.0
5.75988306477,3.0
5.75995710021,7.0
5.75995710021,6.0
5.68803406731,5.0
5.75991267895,3.0
5.90895551938,6.0
5.76206951221,7.0
5.75995710021,7.0
5.73774646674,6.0
5.75921674576,4.0
5.75292373295,7.0
5.75995710021,2.0
5.75921674576,8.0
5.75995710021,8.0
6.01874528053,6.0
5.75995710021,3.0
6.01874528053,4.0
5.75995710021,5.0
5.75995710021,7.0
5.75995710021,4.0
5.75995710021,5.0
5.75995710021,7.0
5.75995710021,7.0
5.75866147993,6.0
5.75995710021,7.0
6.01874528053,6.0
5.76629433621,5.0
5.2417089859,7.0
6.01874528053,6.0
5.75995710021,6.0
5.75995710021,8.0
5.76206951221,6.0
6.02085769253,7.0
5.75995710021,7.0
5.75995710021,6.0
6.27753346084,9.0
5.75995710021,7.0
5.75995339844,2.0
5.76206951221,5.0
5.75988306477,5.0
5.68803406731,7.0
6.01874528053,8.0
6.27964587284,4.0
5.76206951221,7.0
5.75995710021,8.0
5.75995710021,6.0
5.75995710021,7.0
6.01874528053,7.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,7.0
5.75982383641,4.0
5.76206951221,7.0
5.75995710021,8.0
5.75995710021,9.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,1.0
5.75995710021,7.0
5.75995710021,7.0
5.75773603687,8.0
5.72293937776,6.0
5.75995710021,5.0
5.91715340459,8.0
5.75995710021,6.0
5.75995710021,5.0
5.75995710021,5.0
5.75995710021,6.0
6.02508251652,7.0
5.75995710021,8.0
5.75980902932,5.0
6.02085769253,7.0
5.75995710021,6.0
5.75995710021,6.0
5.75995710021,5.0
6.01860461318,6.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,8.0
7.83659977872,8.0
5.76095898054,7.0
5.75995710021,6.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,8.0
5.75995710021,5.0
6.02030242669,5.0
5.76206729115,5.0
5.75980902932,8.0
5.75995710021,4.0
5.74144823899,8.0
5.75995710021,7.0
6.02085769253,4.0
6.27753346084,6.0
5.75995710021,7.0
5.68592165531,6.0
5.75995710021,7.0
5.75973499388,8.0
6.01874528053,7.0
5.76418192421,6.0
5.75995710021,6.0
5.75992008249,7.0
5.75995710021,5.0
6.53632164116,6.0
5.75995710021,6.0
5.75995710021,1.0
5.75992008249,9.0
5.75995710021,6.0
5.70706598029,7.0
5.75995710021,4.0
5.75895762171,7.0
5.75995710021,6.0
5.75995710021,8.0
6.02085769253,7.0
5.75995710021,7.0
5.75994493619,4.0
5.75995710021,4.0
5.75517909668,5.0
5.75995710021,2.0
5.75995710021,6.0
5.75995710021,5.0
5.75995710021,6.0
4.62296976423,5.0
5.75995710021,5.0
5.75936481665,5.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,7.0
5.75995710021,7.0
5.75847639131,3.0
6.27964587284,8.0
5.75988306477,6.0
5.75995710021,8.0
5.75990897717,5.0
5.75995710021,8.0
5.75995710021,8.0
6.27753346084,8.0
5.75995710021,4.0
4.27924820218,7.0
5.75995710021,8.0
5.75936481665,6.0
5.75995710021,7.0
5.76206951221,5.0
5.75995710021,9.0
5.75995635986,4.0
5.75995710021,5.0
5.75562842851,2.0
5.76206951221,6.0
5.75995710021,9.0
5.74626054291,2.0
5.76206951221,5.0
5.75995710021,6.0
5.76206951221,6.0
5.75995710021,4.0
5.75255355572,3.0
5.75995710021,6.0
5.76206951221,6.0
5.75995710021,3.0
5.75995710021,2.0
5.75551497352,4.0
5.75995710021,2.0
5.75995710021,3.0
5.42891001015,5.0
5.75625532797,8.0
5.75995710021,2.0
5.75993488958,7.0
5.75982753818,5.0
6.02056155075,9.0
5.75847639131,3.0
6.01874528053,7.0
5.75995710021,6.0
6.01874528053,5.0
5.75983123996,1.0
5.75995710021,4.0
5.75995710021,5.0
5.75995710021,5.0
5.7597720116,3.0
5.75995710021,4.0
5.7586244622,7.0
5.75847639131,3.0
5.75847639131,3.0
5.75995710021,7.0
5.76206951221,7.0
5.75995710021,3.0
5.75995710021,3.0
5.75995710021,9.0
5.75995710021,5.0
5.75995710021,6.0
5.75995710021,6.0
5.75995710021,5.0
5.75995710021,6.0
5.75993488958,6.0
5.74885178348,7.0
5.73700611229,4.0
5.75995134766,5.0
6.0187326945,5.0
6.01874528053,7.0
5.75995710021,6.0
